,주소,건물명,건축년도,면적,계약월,건물용도,구,CPI,전년도동월 대비 CPI 등락률,전세수급-서울-6개월 전,매매수급-서울-6개월 전,주택담보대출 (연리%)-6개월 전,전세자금대출 (연리%)-6개월 전,미래 전세가 예측값,미래 매매가 예측값,월별평균 전세가,월별평균 매매가
151513,강남구 자곡동 596-0,강남 더샵라르고,2014.0,20,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,13772.946,15647.353,16250.0,16242.0
151604,강남구 자곡동 596-0,강남 더샵라르고,2014.0,21,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,14041.055,16102.115,15053.0,18017.0
151695,강남구 자곡동 596-0,강남 더샵라르고,2014.0,22,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,14868.432,17459.658,16833.0,16738.0
151786,강남구 자곡동 596-0,강남 더샵라르고,2014.0,23,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,16258.291,18009.455,16606.0,17026.0
151877,강남구 자곡동 596-0,강남 더샵라르고,2014.0,24,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,16074.737,18009.455,17450.0,17494.0
151961,강남구 자곡동 596-0,강남 더샵라르고,2014.0,26,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,17576.727,20906.154,17639.0,17768.0
151998,강남구 자곡동 596-0,강남 더샵라르고,2014.0,36,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,24830.018,31896.354,30000.0,33929.0
152089,강남구 자곡동 600-0,강남 푸르지오시티 1차,2014.0,25,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,16697.578,18247.754,16829.0,17449.0
152167,강남구 자곡동 600-0,강남 푸르지오시티 1차,2014.0,35,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,22438.166,28485.4,24950.0,32247.0
152808,강남구 자곡동 651-0,강남유탑유블레스,2014.0,26,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,16812.586,20445.336,17065.0,16693.0
153005,강남구 자곡동 651-0,강남유탑유블레스,2014.0,34,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,21584.791,28122.219,23461.0,27097.0
153073,강남구 자곡동 655-0,강남 푸르지오시티 2차(PRUGIO CITYⅡ),2014.0,19,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,13080.374,14876.463,14611.0,14160.0
153164,강남구 자곡동 655-0,강남 푸르지오시티 2차(PRUGIO CITYⅡ),2014.0,20,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,12942.286,14837.513,15117.0,14584.0
153254,강남구 자곡동 655-0,강남 푸르지오시티 2차(PRUGIO CITYⅡ),2014.0,21,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,13085.686,15292.275,14111.0,14290.0
153345,강남구 자곡동 655-0,강남 푸르지오시티 2차(PRUGIO CITYⅡ),2014.0,22,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,13927.663,16743.053,14425.0,15286.0
153503,강남구 자곡동 655-0,강남 푸르지오시티 2차(PRUGIO CITYⅡ),2014.0,32,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,20808.748,25969.607,23687.0,22204.0
153673,강남구 자곡동 655-0,강남 푸르지오시티 2차(PRUGIO CITYⅡ),2014.0,44,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,27847.518,38728.844,31060.0,37198.0
153719,강남구 자곡동 655-0,강남 푸르지오시티 2차(PRUGIO CITYⅡ),2014.0,49,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,31570.36,42889.324,39109.0,46772.0
153839,강남구 자곡동 658-0,강남힐스테이트에코,2014.0,24,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,15289.739,17412.213,17893.0,17435.0
154091,강남구 자곡동 662-0,강남 지웰홈스,2014.0,20,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,12858.438,14786.851,13918.0,12102.0
154182,강남구 자곡동 662-0,강남 지웰홈스,2014.0,22,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,13873.856,16717.025,14031.0,18860.0
154273,강남구 자곡동 662-0,강남 지웰홈스,2014.0,24,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,15235.933,17386.186,16691.0,17239.0
154364,강남구 자곡동 662-0,강남 지웰홈스,2014.0,25,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,15897.235,18110.19,17602.0,17336.0
154560,강남구 자곡동 662-0,강남 지웰홈스,2014.0,29,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,19322.879,23050.127,21447.0,23072.0
154651,강남구 자곡동 662-0,강남 지웰홈스,2014.0,30,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,20345.242,24436.457,21668.0,23931.0
154760,강남구 자곡동 662-0,강남 지웰홈스,2014.0,32,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,20700.38,25943.58,20788.0,24235.0
154781,강남구 자곡동 662-0,강남 지웰홈스,2014.0,34,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,21476.424,28086.6,22700.0,25669.0
155100,강남구 자곡동 670-0,강남센터뷰,2018.0,21,2025-08,오피스텔,강남구,113,2.1,55.3,60.6,5.3,5,14800.932,18157.312,15601.0,18936.0
160964,강남구 청담동 113-0,"청담힐A동,진도B동",1997.0,192,2025-08,아파트,강남구,113,2.1,55.3,60.6,5.3,5,156520.92,202164.33,192933.0,189589.0
169961,강남구 청담동 32-0,청담아르지움,2015.0,23,2025-08,아파트,강남구,113,2.1,55.3,60.6,5.3,5,25090.285,33558.918,26164.0,39229.0
170601,강남구 청담동 34-13,청담스위트,2015.0,14,2025-08,아파트,강남구,113,2.1,55.3,60.6,5.3,5,19035.75,25781.945,19500.0,22604.0
176498,강남구 청담동 69-18,동양파라곤,2006.0,224,2025-08,아파트,강남구,113,2.1,55.3,60.6,5.3,5,307755.4,425753.38,353165.0,555980.0
178332,강동구 강일동 675-3,강일임페리얼타워,2013.0,24,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,9933.413,12683.732,10143.0,8822.0
179433,강동구 강일동 679-1,강일큐브,2012.0,28,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,11023.976,14927.365,11465.0,10892.0
179524,강동구 강일동 679-1,강일큐브,2012.0,29,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,11066.173,15229.511,13057.0,11276.0
179762,강동구 강일동 679-3,강일리슈빌에스,2016.0,19,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,10795.983,13860.575,11075.0,10841.0
181056,강동구 고덕동 210-1,고덕센트럴푸르지오,2020.0,30,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,28210.998,33436.344,31599.0,43974.0
181088,강동구 고덕동 210-1,고덕센트럴푸르지오,2020.0,31,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,28985.31,34324.094,29196.0,35484.0
181122,강동구 고덕동 210-1,고덕센트럴푸르지오,2020.0,33,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,29618.84,34976.94,33854.0,35948.0
181146,강동구 고덕동 210-1,고덕센트럴푸르지오,2020.0,35,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,30060.117,36517.03,32650.0,46439.0
181157,강동구 고덕동 210-1,고덕센트럴푸르지오,2020.0,36,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,30271.102,36563.75,39165.0,40734.0
181182,강동구 고덕동 210-1,고덕센트럴푸르지오,2020.0,38,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,30500.428,36650.625,31761.0,42271.0
181202,강동구 고덕동 210-1,고덕센트럴푸르지오,2020.0,42,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,31954.729,36532.86,33273.0,36024.0
186014,강동구 길동 150-1,지앤지타워,2012.0,19,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,8672.499,9649.639,10548.0,9028.0
186105,강동구 길동 150-1,지앤지타워,2012.0,21,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,9043.544,10181.607,11570.0,11025.0
186158,강동구 길동 150-1,지앤지타워,2012.0,27,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,11346.767,13324.898,12172.0,12860.0
189038,강동구 길동 343-1,현대웰하임(101동),2012.0,17,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,10695.183,11882.657,11983.0,12981.0
189539,강동구 길동 343-2,현대웰하임(201동),2012.0,19,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,10825.15,12127.969,11818.0,12608.0
190948,강동구 길동 349-1,다성이즈빌(349-1),2012.0,17,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,10728.41,11882.657,12677.0,13221.0
191039,강동구 길동 349-1,다성이즈빌(349-1),2012.0,18,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,10742.741,11972.047,12556.0,15369.0
197629,강동구 길동 387-2,다성이즈빌(387-2),2019.0,20,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,18136.867,20999.518,18727.0,25641.0
197677,강동구 길동 387-2,다성이즈빌(387-2),2019.0,21,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,18768.902,21639.518,19100.0,26338.0
197720,강동구 길동 387-2,다성이즈빌(387-2),2019.0,22,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,19367.996,23311.543,24809.0,27811.0
197962,강동구 길동 388-5,메트로 아파텔,2004.0,23,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,9308.457,11321.667,10075.0,11001.0
197999,강동구 길동 388-5,메트로 아파텔,2004.0,26,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,10785.606,13218.234,12430.0,12997.0
198090,강동구 길동 388-5,메트로 아파텔,2004.0,27,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,11110.3955,13329.672,11141.0,10330.0
198628,강동구 길동 389-9,광남캐스빌,2005.0,54,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,23624.076,33064.35,41435.0,43571.0
199838,강동구 길동 413-11,경지Arium,2019.0,13,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,15582.684,17667.533,20088.0,19256.0
199885,강동구 길동 413-11,경지Arium,2019.0,14,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,15644.036,17940.25,19350.0,21258.0
199932,강동구 길동 413-11,경지Arium,2019.0,19,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,17815.691,20157.668,23326.0,24190.0
199972,강동구 길동 413-11,경지Arium,2019.0,23,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,22072.09,25499.33,25414.0,29243.0
200017,강동구 길동 413-11,경지Arium,2019.0,25,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,22806.732,28162.045,23748.0,27163.0
200062,강동구 길동 413-11,경지Arium,2019.0,26,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,22853.062,28203.924,25188.0,29130.0
200143,강동구 길동 413-24,(413-24),2016.0,19,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,12603.093,13987.7295,12686.0,12549.0
200323,강동구 길동 413-37,아스테르 오피스텔,2018.0,19,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,14122.511,15748.093,15173.0,15785.0
201202,강동구 길동 415-13,강동큐브(2차),2013.0,13,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,10863.822,11371.281,11578.0,11500.0
201368,강동구 길동 415-13,강동큐브(2차),2013.0,15,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,10947.48,11627.975,13057.0,11048.0
201724,강동구 길동 415-16,청광플러스원큐브3차,2014.0,18,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,12478.591,13443.962,12643.0,10567.0
201754,강동구 길동 416-15,강동투웨니퍼스트,2020.0,15,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,15823.808,17564.588,16162.0,15698.0
201775,강동구 길동 416-15,강동투웨니퍼스트,2020.0,34,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,27888.342,33454.133,28232.0,33408.0
201957,강동구 길동 416-4,솔목오피스텔,2002.0,31,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,10675.214,11782.119,11103.0,15054.0
202048,강동구 길동 445-1,강동역에스케이허브,2006.0,31,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,13639.089,16307.391,13986.0,19638.0
202080,강동구 길동 445-1,강동역에스케이허브,2006.0,34,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,15772.024,19888.658,16227.0,19193.0
202171,강동구 길동 445-1,강동역에스케이허브,2006.0,39,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,17170.076,22096.1,19002.0,29735.0
202262,강동구 길동 445-1,강동역에스케이허브,2006.0,47,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,20726.89,27031.633,25857.0,29859.0
202353,강동구 길동 445-1,강동역에스케이허브,2006.0,48,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,20727.55,27031.633,28964.0,28056.0
204135,강동구 길동 456-4,다성이즈빌,2018.0,16,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,15027.805,17157.227,15258.0,16524.0
204190,강동구 길동 456-4,다성이즈빌,2018.0,17,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,15387.302,17701.463,18251.0,19697.0
204300,강동구 길동 456-4,다성이즈빌,2018.0,23,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,19615.676,23837.486,23500.0,26724.0
204392,강동구 길동 456-4,다성이즈빌,2018.0,32,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,24156.44,30417.51,26304.0,29709.0
204498,강동구 길동 457-0,청광플러스원큐브2차,2013.0,14,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,10890.76,11459.857,11200.0,11075.0
204843,강동구 길동 457-4,거산 유팰리스,2020.0,21,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,18391.18,21991.084,19403.0,19618.0
204878,강동구 길동 457-4,거산 유팰리스,2020.0,29,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,25685.715,30800.795,26000.0,33665.0
204917,강동구 길동 458-0,포유 르센티 길동,2023.0,18,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,15839.285,18328.334,17116.0,21806.0
205127,강동구 길동 472-0,희훈리치파크1,2002.0,74,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,33645.887,47363.938,51894.0,40512.0
211553,강동구 둔촌동 425-15,오앤하우스,2014.0,17,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,10434.164,12451.693,10502.0,8659.0
211640,강동구 둔촌동 425-15,오앤하우스,2014.0,25,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,13939.061,16871.193,14243.0,14090.0
212224,강동구 둔촌동 435-1,한울둔촌베아체,2021.0,28,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,26073.873,32330.145,27081.0,31013.0
216241,강동구 둔촌동 555-0,신동아파밀리에,2002.0,67,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,31698.469,44761.887,39599.0,79008.0
229396,강동구 명일동 46-2,고덕역 효성해링턴 타워 더퍼스트,2020.0,27,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,24368.54,29980.314,30317.0,31569.0
229423,강동구 명일동 46-2,고덕역 효성해링턴 타워 더퍼스트,2020.0,37,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,28256.434,35466.242,37391.0,47648.0
229498,강동구 명일동 46-3,고덕역 대명벨리온,2021.0,30,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,27518.297,34138.547,30000.0,37087.0
230182,강동구 명일동 47-2,고덕역 갑을명가시티 오피스텔,2018.0,26,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,18201.873,23819.934,19240.0,19965.0
230237,강동구 명일동 47-2,고덕역 갑을명가시티 오피스텔,2018.0,28,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,19651.04,26041.314,20088.0,19862.0
235589,강동구 성내동 194-0,에스케이허브진,2004.0,30,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,17018.518,22380.58,25560.0,38955.0
235680,강동구 성내동 194-0,에스케이허브진,2004.0,34,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,19302.59,27337.213,25750.0,33847.0
236350,강동구 성내동 199-17,강동아너스빌,2002.0,29,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,11496.281,13475.707,11919.0,9907.0
236440,강동구 성내동 199-18,아이퍼스트빌,2012.0,16,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,12583.961,13797.7295,14707.0,11294.0
236531,강동구 성내동 199-18,아이퍼스트빌,2012.0,23,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,14943.791,17325.986,15000.0,13410.0
243214,강동구 성내동 419-0,집앤사비카,2020.0,16,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,19265.947,21057.135,21546.0,27200.0
243245,강동구 성내동 419-0,집앤사비카,2020.0,17,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,19415.945,21523.404,21894.0,27258.0
243276,강동구 성내동 419-0,집앤사비카,2020.0,18,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,19674.207,22025.574,21503.0,25665.0
243296,강동구 성내동 419-0,집앤사비카,2020.0,23,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,25371.146,29273.072,28727.0,33186.0
243327,강동구 성내동 419-0,집앤사비카,2020.0,26,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,27504.586,33234.715,36513.0,48175.0
243357,강동구 성내동 419-0,집앤사비카,2020.0,27,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,28317.906,34276.06,34359.0,40931.0
243387,강동구 성내동 419-0,집앤사비카,2020.0,29,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,28895.623,35161.27,32804.0,36625.0
243418,강동구 성내동 419-0,집앤사비카,2020.0,32,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,29979.713,36431.863,37191.0,46623.0
244508,강동구 성내동 420-16,대주그린빌,2003.0,116,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,48976.23,68586.73,55581.0,53860.0
247408,강동구 성내동 434-13,다성이즈빌아파트,2016.0,27,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,22800.756,27307.06,23906.0,33611.0
247555,강동구 성내동 434-13,다성이즈빌아파트,2016.0,38,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,27208.902,34984.066,30379.0,35798.0
247624,강동구 성내동 434-32,아미캐슬(434-32),2017.0,18,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,16780.814,18529.06,20009.0,22753.0
250186,강동구 성내동 440-27,오륜아크로빌,2019.0,33,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,26215.607,32568.7,28240.0,30788.0
251256,강동구 성내동 444-4,강동네스빌,2002.0,24,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,12624.251,14630.6455,14074.0,18493.0
252136,강동구 성내동 446-12,동남2,2002.0,81,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,36216.668,50709.6,41919.0,49544.0
252801,강동구 성내동 448-17,인택스파크뷰,2003.0,21,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,10276.996,11480.291,12974.0,13377.0
253712,강동구 성내동 454-1,해가든(454-1),2005.0,83,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,38155.06,54127.242,49058.0,58583.0
255032,강동구 성내동 460-1,현대제이드,1999.0,238,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,92475.34,130938.85,96879.0,124200.0
255751,강동구 성내동 468-0,현대토파즈,1999.0,227,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,101334.125,143132.2,126835.0,166871.0
256762,강동구 성내동 545-7,집앤사비디아파트,2019.0,33,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,27978.656,33052.004,32732.0,40468.0
256781,강동구 성내동 545-7,집앤사비디아파트,2019.0,35,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,28483.564,35256.195,29933.0,40431.0
256810,강동구 성내동 545-8,집앤사비키아파트,2019.0,48,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,38574.85,48685.953,45515.0,55617.0
256852,강동구 성내동 545-8,집앤사비키아파트,2019.0,55,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,43189.6,58372.523,44699.0,61546.0
257194,강동구 성내동 549-5,성내스테이,2018.0,52,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,43201.668,54012.39,77948.0,86407.0
257249,강동구 성내동 549-5,성내스테이,2018.0,53,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,42158.37,54037.69,51537.0,58909.0
257434,강동구 성내동 552-1,한영해시안아파트,2022.0,64,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,50772.465,65261.566,58586.0,78716.0
262102,강동구 성내동 64-13,브라운스톤천호,2007.0,30,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,15407.809,19004.055,16227.0,20637.0
262139,강동구 성내동 64-13,브라운스톤천호,2007.0,37,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,18243.889,23772.537,20139.0,25606.0
262230,강동구 성내동 64-13,브라운스톤천호,2007.0,44,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,21419.277,28377.324,22326.0,30000.0
267453,강동구 암사동 459-1,다성이즈빌,2016.0,29,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,21703.443,27445.326,22146.0,49455.0
270428,강동구 암사동 501-19,강동리시온,1980.0,25,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,7148.6304,7281.108,7963.0,12601.0
270519,강동구 암사동 501-19,강동리시온,1980.0,28,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,8445.396,8642.541,12075.0,13280.0
271031,강동구 암사동 502-3,서일빌딩,2008.0,26,2025-08,오피스텔,강동구,113,2.1,55.3,60.6,5.3,5,10829.671,13852.978,14095.0,12763.0
274177,강동구 천호동 121-32,다성이즈빌(121-32),2017.0,37,2025-08,아파트,강동구,113,2.1,55.3,60.6,5.3,5,25605.666,33091.49,26218.0,35268.0
